179	0.000000	-1.5443, -1.8441, +1.3437, 
180	0.000000	-1.4916, +0.0026, +1.0564, 
181	0.000000	-0.5452, -0.7865, -0.1780, 
182	0.000000	-1.2989, +1.9351, +1.8185, 
183	0.000000	+1.1080, -1.5129, -1.2502, 
184	0.000000	+0.3377, +1.1713, +1.8902, 
185	0.000000	+1.1100, -1.9205, +1.8057, 
186	0.000000	-0.0374, +0.0931, +1.6555, 
187	0.000000	+1.5035, +1.5985, -1.8695, 
188	0.000000	-1.5438, -0.8458, +0.2219, 
189	0.000000	+0.4245, +1.2589, +0.9028, 
190	0.000000	-1.2331, -1.7596, -0.1094, 
191	0.000000	-1.9871, +0.9810, -0.5086, 
192	0.000000	-1.7217, -1.0411, +1.0283, 
193	0.000000	+1.2734, +0.2356, -1.7230, 
194	0.000000	-1.6322, +1.3358, +0.9373, 
195	0.000000	+1.2563, +0.9238, -1.7326, 
196	0.000000	-0.2748, +1.0964, +0.7074, 
197	0.000000	+0.7761, -1.5788, -0.0279, 
198	0.000000	-0.3973, +1.8460, -0.1747, 
199	0.000000	-0.7054, -1.5157, -1.3953, 
200	0.000000	-0.3252, +0.2932, -0.9346, 
201	0.000000	+1.4290, +0.0264, +1.9392, 
202	0.000000	+0.2587, +1.3941, +1.1025, 
203	0.000000	+0.4756, +1.8152, -0.9205, 
204	0.000000	+1.8050, -1.0858, -1.8681, 
205	0.000000	+0.6474, +1.2943, +1.4014, 
206	0.000000	-0.6003, -1.1229, +0.5005, 
207	0.000000	-0.7318, -0.7816, +1.2318, 
208	0.000000	-1.8579, +0.0739, +0.9346, 
209	0.000000	+1.1139, +0.4973, -0.4157, 
210	0.000000	+0.7128, +0.1711, -0.0487, 
211	0.000000	-0.0582, -0.7061, +0.7567, 
212	0.000000	-1.7106, -0.5341, +0.3346, 
213	0.000000	+1.1968, +1.8561, -1.2889, 
214	0.000000	-1.3645, -0.0069, -1.6666, 
215	0.000000	-0.5933, -1.1618, +0.5787, 
216	0.000000	-0.7876, -1.1979, +1.1499, 
217	0.000000	+0.8462, -1.7452, +0.0055, 
218	0.000000	+1.5273, +1.2427, -0.5828, 
219	0.000000	-0.6405, +1.5428, +1.2122, 
220	0.000000	+1.0242, -1.6163, -1.1294, 
221	0.000000	-0.2446, -0.2019, -1.5007, 
222	0.000000	+0.9575, +1.9351, -0.7765, 
223	0.000000	-1.9570, -0.6065, +1.2100, 
224	0.000000	-0.9244, +1.4378, +0.3249, 
225	0.000000	-0.5811, -0.6892, -1.3356, 
226	0.000000	-1.1816, -0.0623, -1.1502, 
227	0.000000	+1.1456, -1.5035, +1.0077, 
228	0.000000	+0.1054, +0.5200, -1.7901, 
229	0.000000	+0.3726, -1.6991, +0.9033, 
230	0.000000	+1.9731, -1.8582, -1.5008, 
231	0.000000	+1.8829, +0.7564, -1.5968, 
232	0.000000	-1.6354, +0.0740, +1.1327, 
233	0.000000	+1.5701, -0.0621, -1.0140, 
234	0.000000	+1.5469, -0.8271, +0.6729, 
235	0.000000	-0.5849, -0.3500, +1.9394, 
236	0.000000	-0.3089, -0.9894, +1.4111, 
237	0.000000	-1.8224, -1.9843, -1.6577, 
238	0.000000	-1.4233, +1.6687, -1.4304, 
239	0.000000	-1.7076, +1.3650, +0.5280, 
240	0.000000	+1.9357, -0.8962, -0.0742, 
241	0.000000	+1.6536, -0.1195, +1.2985, 
242	0.000000	-0.2924, -0.5116, -0.7700, 
243	0.000000	+1.4102, +1.5190, +1.7741, 
244	0.000000	+1.5318, -1.9806, +0.2830, 
245	0.000000	+1.3988, -1.6725, -0.8294, 
246	0.000000	-0.8054, -1.4435, +1.9409, 
247	0.000000	-1.2154, +1.3217, -0.5469, 
248	0.000000	-1.4341, -0.3410, -1.4405, 
249	0.000000	+1.4081, +1.8086, -0.8986, 
250	0.000000	+0.9608, -1.7868, -1.8414, 
251	0.000000	+1.0911, +1.0526, -1.3506, 
252	0.000000	+1.0796, +0.5859, -1.8264, 
253	0.000000	+1.7773, +1.5910, +1.1241, 
254	0.000000	-0.7091, +0.5873, +1.9301, 
255	0.000000	-0.9034, +0.5739, -0.2100, 
256	0.000000	-0.8377, +1.2640, +1.1947, 
257	0.000000	-1.1722, +0.9638, -1.3409, 
258	0.000000	+1.4619, +0.6116, +0.3393, 
259	0.000000	+0.4760, -0.1383, +0.1963, 
260	0.000000	-1.1068, +0.2568, +1.7009, 
261	0.000000	-1.2095, +1.7698, +0.5090, 
262	0.000000	+0.8311, +1.5952, -1.4130, 
263	0.000000	+1.7204, -1.7970, +0.9540, 
264	0.000000	-0.1647, +1.5655, -0.4864, 
265	0.000000	-1.4426, -1.2626, +1.8659, 
266	0.000000	-0.1814, -1.2041, +1.1746, 
267	0.000000	-0.8276, +1.0776, +1.2590, 
268	0.000000	+1.6914, -1.7840, +0.1742, 
269	0.000000	-1.1572, -0.5228, -0.1956, 
270	0.000000	-0.4422, -1.0719, -0.5344, 
271	0.000000	-1.2667, +0.2445, +0.5399, 
272	0.000000	+1.2938, +0.4933, +1.6064, 
273	0.000000	+1.9874, +1.0242, +0.6662, 
274	0.000000	+0.3191, +0.7343, -1.8860, 
275	0.000000	+0.5230, +1.6100, +1.7048, 
276	0.000000	+1.8877, -1.6229, +0.7619, 
277	0.000000	-1.2860, -0.6547, +0.3873, 
278	0.000000	+0.1724, +0.0168, -1.3267, 
279	0.000000	+0.1412, -0.7850, +1.6318, 
280	0.000000	+0.0800, -0.1362, +1.8730, 
281	0.000000	+0.2686, -1.4578, -0.0043, 
282	0.000000	-0.6378, -0.0750, +0.0976, 
283	0.000000	+0.5419, -1.3656, +0.7297, 
284	0.000000	+1.4761, +1.7369, -1.9390, 
285	0.000000	+1.6858, +0.8219, -1.7786, 
286	0.000000	+1.9526, -1.4724, -0.3958, 
287	0.000000	-1.4149, -0.5980, -1.1521, 
288	0.000000	+1.5626, +0.5458, -0.0999, 
289	0.000000	+1.4918, +1.6730, -1.6663, 
290	0.000000	-1.9432, -1.9908, -0.4607, 
291	0.000000	-1.9011, -1.6327, -1.7682, 
292	0.000000	+0.5218, -0.0422, +1.7924, 
293	0.000000	-0.4127, -1.7498, -0.4459, 
294	0.000000	+1.0168, -1.9982, +0.0757, 
295	0.000000	-1.6123, -0.9060, +1.6551, 
296	0.000000	-1.2484, -1.6234, -0.9526, 
297	0.000000	-0.1317, -0.9845, +1.9514, 
298	0.000000	-1.0867, +1.8729, -1.6560, 
299	0.000000	-1.3040, -1.9913, -1.0568, 
300	0.000000	-0.7612, -0.5811, -1.9469, 
301	0.000000	+1.7295, -1.5017, -0.5396, 
302	0.000000	-1.0365, -0.1421, -0.9337, 
303	0.000000	-1.6398, -0.6694, -1.9939, 
304	0.000000	+1.8227, +1.5956, +0.1131, 
305	0.000000	-1.3596, +0.8360, +0.6941, 
306	0.000000	+0.6704, -1.8885, -1.3724, 
307	0.000000	+1.4349, +1.4976, -1.3311, 
308	0.000000	-0.4772, -1.1703, +1.4079, 
309	0.000000	+0.9209, +1.8372, -1.1497, 
310	0.000000	-0.2286, -1.1852, +0.9858, 
311	0.000000	-1.1341, -1.8001, -0.8989, 
312	0.000000	-1.5534, +1.9381, +1.7434, 
313	0.000000	-0.2978, +0.5367, -0.3573, 
314	0.000000	+0.4365, -1.6618, +1.7830, 
315	0.000000	+1.6686, -0.6861, -0.0397, 
316	0.000000	-1.5809, -0.9846, -0.5879, 
317	0.000000	+0.6418, +0.3344, -0.4071, 
318	0.000000	-1.0266, +1.3504, -0.4306, 
319	0.000000	+1.2558, -1.3112, +1.7970, 
320	0.000000	+0.5746, +1.7863, +1.0164, 
321	0.000000	-1.6964, +1.5642, -0.2642, 
322	0.000000	-0.9725, -0.9834, +1.1577, 
323	0.000000	+1.2992, -0.8651, +0.2854, 
324	0.000000	-0.8597, -0.9148, +1.1627, 
325	0.000000	-0.1121, +0.9101, +1.2994, 
326	0.000000	+0.0661, +0.9504, -0.2909, 
327	0.000000	-0.1761, -0.4114, +0.0803, 
328	0.000000	+1.0144, +0.0271, +1.6098, 
329	0.000000	-0.1941, -0.4871, +1.9884, 
330	0.000000	+0.8717, +0.8754, -0.9353, 
331	0.000000	-1.1562, -1.9622, -1.6381, 
332	0.000000	+0.4131, +0.7292, -0.8507, 
333	0.000000	+1.3779, -0.7631, -0.9615, 
334	0.000000	-0.2229, -0.3047, +1.4758, 
335	0.000000	+0.4548, +1.8551, +0.9701, 
336	0.000000	-1.6503, -1.8756, +0.0999, 
337	0.000000	+1.8728, -1.9871, -0.1262, 
338	0.000000	-1.5885, +0.2185, -0.8789, 
339	0.000000	+0.8601, +1.1735, +0.3111, 
340	0.000000	+1.9625, -1.9673, +1.4408, 
341	0.000000	-0.2580, +1.1274, -1.8062, 
342	0.000000	-1.2613, -1.3849, -0.6781, 
343	0.000000	+0.5338, +0.6565, -1.0812, 
344	0.000000	+0.7212, +1.9739, +0.1621, 
345	0.000000	-0.5449, +0.0774, +1.1872, 
346	0.000000	-1.0695, -1.3175, -1.6316, 
347	0.000000	+1.4368, -0.4525, +1.1236, 
348	0.000000	+1.5140, +1.9759, -1.9947, 
349	0.000000	-0.1903, -0.2921, -1.4607, 
350	0.000000	+0.2838, +0.9106, +0.8028, 
351	0.000000	+1.6825, -1.2423, -0.2903, 
352	0.000000	-0.6338, -1.0249, -1.8534, 
353	0.000000	+0.8589, -0.8883, +1.2850, 
354	0.000000	+0.5907, -0.6637, +1.5306, 
355	0.000000	-1.1605, -1.6558, +1.2509, 
356	0.000000	+0.9265, +0.7487, -1.0476, 
357	0.000000	+0.2338, +0.1012, -1.1086, 
358	0.000000	+1.5731, +0.8803, +1.7889, 
359	0.000000	+0.3022, +0.8583, -0.4650, 
360	0.000000	-1.8710, -0.5787, -1.1083, 
361	0.000000	-0.3663, -0.2705, +1.9822, 
362	0.000000	+0.3408, +0.4491, +1.1991, 
363	0.000000	+0.7343, -0.6625, -0.1971, 
364	0.000000	+1.6660, +0.4219, +1.4979, 
365	0.000000	+1.7672, +0.8583, -1.6679, 
366	0.000000	-0.5434, -0.9245, +1.1249, 
367	0.000000	+0.6852, +0.5116, +0.1994, 
368	0.000000	-1.3215, -1.0157, +0.7438, 
369	0.000000	-1.4954, +0.6672, +1.2873, 
370	0.000000	+1.2252, +0.0562, -0.7353, 
371	0.000000	-1.0052, -1.3907, +1.4855, 
372	0.000000	+0.8698, -0.3584, -0.0245, 
373	0.000000	+1.1093, +0.2527, +0.4963, 
374	0.000000	+0.7914, +1.5500, -1.5166, 
375	0.000000	+1.1252, +0.8669, +0.0447, 
376	0.000000	-0.1375, -1.9107, +0.8754, 
377	0.000000	+1.6401, +1.1846, -0.0682, 
378	0.000000	-1.2566, -0.1456, +1.4395, 
379	0.000000	+0.5318, +1.6024, +1.0751, 
380	0.000000	+1.0910, +0.0245, -1.6313, 
381	0.000000	+0.0508, +1.8905, -1.8526, 
382	0.000000	+1.8999, -1.4273, -0.6488, 
383	0.000000	-0.7529, +1.1949, -0.4112, 
384	0.000000	+0.1543, +1.6432, +0.3173, 
385	0.000000	+1.5015, -1.4073, +1.9571, 
386	0.000000	-0.4262, -1.9946, -0.4212, 
387	0.000000	-0.6875, -1.9794, +0.5385, 
388	0.000000	-1.3849, +1.7697, -1.3965, 
389	0.000000	-0.1224, -0.1000, +0.6753, 
390	0.000000	-1.2514, +0.2088, -1.4906, 
391	0.000000	-0.5187, +1.2489, +0.3700, 
392	0.000000	+0.9303, -0.7931, -1.2578, 
393	0.000000	-1.7700, -0.6597, +1.8033, 
394	0.000000	-1.6483, -0.8191, +1.6709, 
395	0.000000	+1.8240, +1.7893, -1.5453, 
396	0.000000	-1.3686, +0.3069, +0.9619, 
397	0.000000	+0.6611, +1.7966, +0.8257, 
398	0.000000	-0.3568, -1.4613, +1.9641, 
399	0.000000	+1.8017, -0.4082, -0.1402, 
